,iata_code,name
32789,FTY,Fulton County Airport Brown Field
32790,FUL,Fullerton Municipal Airport
32791,WFK,Northern Aroostook Regional Airport
32793,FWA,Fort Wayne International Airport
32798,FXE,Fort Lauderdale Executive Airport
32799,FXY,Forest City Municipal Airport
32802,FYM,Fayetteville Municipal Airport
32803,FYV,Drake Field
32850,GAD,Northeast Alabama Regional Airport
32852,GAG,Gage Airport
32853,GAI,Montgomery County Airpark
32857,GBD,Great Bend Municipal Airport
32858,GBG,Galesburg Municipal Airport
32860,GBR,Walter J. Koladza Airport
32861,GCC,Gillette Campbell County Airport
32862,JDA,Grant Co Regional/Ogilvie Field
32863,GCK,Garden City Regional Airport
32865,GCN,Grand Canyon National Park Airport
32867,GCY,Greeneville Municipal Airport
32870,GDM,Gardner Municipal Airport
32871,GDV,Dawson Community Airport
32872,GDW,Gladwin Zettel Memorial Airport
32873,GED,Delaware Coastal Airport
32874,GEG,Spokane International Airport
32878,GEY,South Big Horn County Airport
32880,GFA,Malmstrom Air Force Base
32881,GFK,Grand Forks International Airport
32882,GFL,Floyd Bennett Memorial Airport
32884,GGE,Georgetown County Airport
32886,GGG,East Texas Regional Airport
32889,GGW,Wokal Field/Glasgow-Valley County Airport
32891,GHM,Centerville Municipal Airport
32893,GIF,Winter Haven Regional Airport - Gilbert Field
32894,GJT,Grand Junction Regional Airport
32895,MEJ,Port Meadville Airport
32896,GKT,Gatlinburg-Pigeon Forge Airport
32898,GLD,Renner Field-Goodland Municipal Airport
32899,GLE,Gainesville Municipal Airport
32900,GLH,Mid Delta Regional Airport
32901,GLR,Gaylord Regional Airport
32902,GLS,Scholes International At Galveston Airport
32903,GLW,Glasgow Municipal Airport
32906,GMU,Greenville Downtown Airport
32910,GNG,Gooding Municipal Airport
32911,GNT,Grants-Milan Municipal Airport
32912,GNV,Gainesville Regional Airport
32913,GOK,Guthrie-Edmond Regional Airport
32914,GON,Groton New London Airport
32919,FCA,Glacier Park International Airport
32921,GPT,Gulfport Biloxi International Airport
32922,GPZ,Grand Rapids Itasca Co-Gordon Newstrom field
32923,GQQ,Galion Municipal Airport
32924,GRB,Austin Straubel International Airport
32925,GRD,Greenwood County Airport
32926,GRE,Greenville Airport
32927,GRF,Gray Army Air Field
32928,GRI,Central Nebraska Regional Airport
32929,GRK,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field
32931,GRN,Gordon Municipal Airport
32932,GRR,Gerald R. Ford International Airport
32933,GSB,Seymour Johnson Air Force Base
32934,GSH,Goshen Municipal Airport
32935,GSO,Piedmont Triad International Airport
32936,GSP,Greenville Spartanburg International Airport
32937,GSW,Greater Southwest International Airport-Amon Carter Field
32940,GTF,Great Falls International Airport
32941,GTG,Grantsburg Municipal Airport
32942,GTR,Golden Triangle Regional Airport
32944,GUC,Gunnison Crested Butte Regional Airport
32945,GUP,Gallup Municipal Airport
32946,GUS,Grissom Air Reserve Base
32947,GUY,Guymon Municipal Airport
32948,GVL,Lee Gilmer Memorial Airport
32950,GVT,Majors Airport
32951,GVW,Richards-Gebaur Air Force Base
32952,KGW,Kagi Airport
32955,GWO,Greenwood–Leflore Airport
32957,GWS,Glenwood Springs Municipal Airport
32959,KGX,Grayling Airport
32960,GXY,Greeley–Weld County Airport
32962,GDC,Donaldson Field Airport
32963,PNX,North Texas Regional Airport/Perrin Field
32965,GYR,Phoenix Goodyear Airport
32966,GYY,Gary Chicago International Airport
32967,KGZ,Glacier Creek Airport
32991,HAB,Marion County Rankin Fite Airport
32993,HAF,Half Moon Bay Airport
32994,HAI,Three Rivers Municipal Dr Haines Airport
32995,HAO,Butler Co Regional Airport - Hogan Field
32996,HAX,Hatbox Field
32998,HBG,Hattiesburg Bobby L Chain Municipal Airport
33000,HBR,Hobart Regional Airport
33004,HCA,Howard County Municipal Airport
33008,HDE,Brewster Field
33010,HDN,Yampa Valley Airport
33012,HEE,Thompson-Robbins Airport
33013,MNZ,Manassas Regional Airport/Harry P. Davis Field
33017,HEZ,Hardy-Anders Field / Natchez-Adams County Airport
33018,HFD,Hartford Brainard Airport
33019,HFF,Mackall Army Air Field
33022,HGR,Hagerstown Regional Richard A Henson Field
33025,HHR,Jack Northrop Field Hawthorne Municipal Airport
33026,HUJ,Stan Stamper Municipal Airport
33027,HIB,Range Regional Airport
33028,HIE,Mount Washington Regional Airport
33029,HIF,Hill Air Force Base
33031,HII,Lake Havasu City International Airport
33032,HIO,Portland Hillsboro Airport
33035,HKA,Blytheville Municipal Airport
33036,HKS,Hawkins Field
33037,HKY,Hickory Regional Airport
33038,KHL,Khan Jahan Ali Airport
33039,HLB,Hillenbrand Industries Airport
33040,HLC,Hill City Municipal Airport
33041,HLG,Wheeling Ohio County Airport
33042,HLM,Park Township Airport
33043,HLN,Helena Regional Airport
33044,HLR,Hood Army Air Field
33047,HMN,Holloman Air Force Base
33048,HMT,Hemet Ryan Airport
33051,HNB,Huntingburg Airport
33052,HSH,Henderson Executive Airport
33055,HOB,Lea County Regional Airport
33058,HON,Huron Regional Airport
33059,HOP,Campbell AAF (Fort Campbell) Air Field
33060,HOT,Memorial Field
33061,HOU,William P Hobby Airport
33062,HPN,Westchester County Airport
33063,HPT,Hampton Municipal Airport
33064,HPY,Baytown Airport
33066,HQM,Bowerman Airport
33069,HES,Hermiston Municipal Airport
33071,HRL,Valley International Airport
33072,HRO,Boone County Airport
33077,HSB,Harrisburg-Raleigh Airport
33079,HNC,Billy Mitchell Airport
33080,THP,Hot Springs County Airport
33081,HSI,Hastings Municipal Airport
33082,HSP,Ingalls Field
33084,HST,Homestead ARB Airport
33085,HSV,Huntsville International Carl T Jones Field
33086,HTH,Hawthorne Industrial Airport
33087,HTL,Roscommon County - Blodgett Memorial Airport
33088,HTO,East Hampton Airport
33089,HTS,Tri-State/Milton J. Ferguson Field
33090,HTW,Lawrence County Airpark
33091,HUA,Redstone Army Air Field
33092,HUF,"Terre Haute Regional Airport, Hulman Field"
33093,HUL,Houlton International Airport
33094,HUM,Houma Terrebonne Airport
33095,HUT,Hutchinson Municipal Airport
33097,HVE,Hanksville Airport
33098,HVN,Tweed New Haven Airport
33099,HVR,Havre City County Airport
33100,HVS,Hartsville Regional Airport
33102,HWD,Hayward Executive Airport
33103,HWO,North Perry Airport
33105,WSH,Brookhaven Airport
33107,HHH,Hilton Head Airport
33109,HYA,Barnstable Municipal Boardman Polando Field
33111,HYR,Sawyer County Airport
33112,HYS,Hays Regional Airport
33117,HZL,Hazleton Municipal Airport
33120,JFN,Northeast Ohio Regional Airport
33153,KIA,Kaiapit Airport
33154,IAB,Mc Connell Air Force Base
33155,IAD,Washington Dulles International Airport
33156,IAG,Niagara Falls International Airport
33157,IAH,George Bush Intercontinental Houston Airport
33158,KIB,Ivanof Bay Seaplane Base
33160,ICL,Schenck Field
33162,ICT,Wichita Eisenhower National Airport
33163,IDA,Idaho Falls Regional Airport
33165,IDI,Indiana County/Jimmy Stewart Fld/ Airport
33167,IDP,Independence Municipal Airport
33168,XPR,Pine Ridge Airport
33170,IFA,Iowa Falls Municipal Airport
33171,IFP,Laughlin Bullhead International Airport
33172,IGM,Kingman Airport
33180,IKK,Greater Kankakee Airport
33182,KIL,Kilwa Airport
33183,ILE,Skylark Field
33184,ILG,New Castle Airport
33186,ILM,Wilmington International Airport
33187,ILN,Wilmington Airpark
33188,IML,Imperial Municipal Airport
33189,IMM,Immokalee Regional Airport
33190,MDN,Madison Municipal Airport
33191,IMT,Ford Airport
33192,IND,Indianapolis International Airport
33195,INK,Winkler County Airport
33196,INL,Falls International Airport
33197,INS,Creech Air Force Base
33198,INT,Smith Reynolds Airport
33199,INW,Winslow Lindbergh Regional Airport
33201,IOW,Iowa City Municipal Airport
33203,IPL,Imperial County Airport
33204,IPT,Williamsport Regional Airport
33205,KIQ,Kira Airport
33206,IRK,Kirksville Regional Airport
33207,IRS,Kirsch Municipal Airport
33209,ISM,Kissimmee Gateway Airport
33210,ISN,Sloulin Field International Airport
33211,ISO,Kinston Regional Jetport At Stallings Field
33212,ISP,Long Island Mac Arthur Airport
33213,ISQ,Schoolcraft County Airport
33214,ISW,Alexander Field South Wood County Airport
33216,ITH,Ithaca Tompkins Regional Airport
33218,AZA,Phoenix-Mesa-Gateway Airport
33219,IWD,Gogebic Iron County Airport
33221,ISS,Wiscasset Airport
33222,IWS,West Houston Airport
33224,JCI,New Century Aircenter Airport
33225,IYK,Inyokern Airport
33226,KIZ,Kikinonda Airport
33227,SQA,Santa Ynez Airport
33228,FRY,Eastern Slopes Regional Airport
33229,JAC,Jackson Hole Airport
33230,JAN,Jackson-Medgar Wiley Evers International Airport
33231,JAS,Jasper County Airport Bell Field
33233,JAX,Jacksonville International Airport
33234,JBR,Jonesboro Municipal Airport
33235,JCT,Kimble County Airport
33237,JDN,Jordan Airport
33238,JEF,Jefferson City Memorial Airport
33241,JFK,John F Kennedy International Airport
33245,JHW,Chautauqua County-Jamestown Airport
33246,GUF,Jack Edwards Airport
33249,JLN,Joplin Regional Airport
33251,JMS,Jamestown Regional Airport
33253,JOT,Joliet Regional Airport
33254,USA,Concord-Padgett Regional Airport
33256,JKV,Cherokee County Airport
33257,JST,John Murtha Johnstown Cambria County Airport
33259,KJU,Kamiraba Airport
33260,JVL,Southern Wisconsin Regional Airport
33265,KJX,Blang Pidie Airport
33267,JXN,Jackson County Reynolds Field
33308,KKB,Kitoi Bay Seaplane Base
33310,KIC,Mesa Del Rey Airport
33311,KKL,Karluk Lake Seaplane Base
33312,KLS,Southwest Washington Regional Airport
33314,KKU,Ekuk Airport
33318,DTH,Furnace Creek Airport
33319,BXS,Borrego Valley Airport
33329,RBF,Big Bear City Airport
33342,TRH,Trona Airport
33349,LAA,Southeast Colorado Regional Airport
33350,LAF,Purdue University Airport
33351,LAL,Lakeland Linder International Airport
33352,LAM,Los Alamos Airport
33353,LAN,Capital City Airport
33354,LAR,Laramie Regional Airport
33355,LAS,McCarran International Airport
33356,LAW,Lawton Fort Sill Regional Airport
33357,LAX,Los Angeles International Airport
33358,LBB,Lubbock Preston Smith International Airport
33359,LBE,Arnold Palmer Regional Airport
33360,LBF,North Platte Regional Airport Lee Bird Field
33361,LBL,Liberal Mid-America Regional Airport
33364,LBT,Lumberton Regional Airport
33365,LJN,Texas Gulf Coast Regional Airport
33367,LCH,Lake Charles Regional Airport
33368,LCI,Laconia Municipal Airport
33369,LCK,Rickenbacker International Airport
33370,LCQ,Lake City Gateway Airport
33371,LDJ,Linden Airport
33372,LDM,Mason County Airport
33374,LEB,Lebanon Municipal Airport
33375,LEE,Leesburg International Airport
33376,LEM,Lemmon Municipal Airport
33377,LEW,Auburn Lewiston Municipal Airport
33378,LEX,Blue Grass Airport
33379,LFI,Langley Air Force Base
33380,LFK,Angelina County Airport
33381,LFT,Lafayette Regional Airport
33382,LGA,La Guardia Airport
33383,LGB,Long Beach Airport (Daugherty Field)
33384,LGC,LaGrange Callaway Airport
33385,LGD,La Grande/Union County Airport
33386,LGF,Laguna Army Airfield
33387,LGU,Logan-Cache Airport
33389,LHC,Arlington Municipal Airport
33392,LHV,William T. Piper Memorial Airport
33393,LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport
33395,LFN,Triangle North Executive Airport
33396,LIC,Limon Municipal Airport
33397,LIT,Bill & Hillary Clinton National Airport/Adams Field
33400,LJN,Lake Jackson Dow Airport
33401,LKP,Lake Placid Airport
33403,LOW,Louisa County Airport/Freeman Field
33404,LKV,Lake County Airport
33405,CHL,Challis Airport
33411,LMS,Louisville Winston County Airport
33412,LMT,Crater Lake-Klamath Regional Airport
33413,LNA,Palm Beach County Park Airport
33415,LND,Hunt Field
33416,LNK,Lincoln Airport
33418,LNN,Lake County Executive Airport
33419,LNP,Lonesome Pine Airport
33420,LNR,Tri-County Regional Airport
33421,LNS,Lancaster Airport
33422,LOL,Derby Field
33423,BBX,Wings Field
33424,LOT,Lewis University Airport
33425,LOU,Bowman Field
33426,LOZ,London-Corbin Airport/Magee Field
33427,LPC,Lompoc Airport
33429,LQK,Pickens County Airport
33431,LRD,Laredo International Airport
33432,LRF,Little Rock Air Force Base
33434,LRJ,Le Mars Municipal Airport
33436,LRU,Las Cruces International Airport
33438,LSB,Lordsburg Municipal Airport
33439,LSE,La Crosse Municipal Airport
33440,LSF,Lawson Army Air Field (Fort Benning)
33441,LSK,Lusk Municipal Airport
33442,LSN,Los Banos Municipal Airport
33443,LSV,Nellis Air Force Base
33444,LTS,Altus Air Force Base
33447,LUF,Luke Air Force Base
33449,LUK,Cincinnati Municipal Airport Lunken Field
33450,LUL,Hesler Noble Field
33454,LVK,Livermore Municipal Airport
33455,LVL,Brunswick Municipal Airport
33456,LVM,Mission Field
33458,LVS,Las Vegas Municipal Airport
33460,LWB,Greenbrier Valley Airport
33461,LWC,Lawrence Municipal Airport
33462,LWL,Wells Municipal Airport/Harriet Field
33463,LWM,Lawrence Municipal Airport
33464,LWS,Lewiston Nez Perce County Airport
33465,LWT,Lewistown Municipal Airport
33466,LWV,Lawrenceville Vincennes International Airport
33468,LXN,Jim Kelly Field
33470,LXV,Lake County Airport
33472,LYH,Lynchburg Regional Preston Glenn Field
33473,LYO,Lyons-Rice County Municipal Airport
33476,LZU,Gwinnett County Briscoe Field
33485,PCU,Poplarville Pearl River County Airport
33527,MLK,Malta Airport
33542,MAC,Macon Downtown Airport
33543,MAE,Madera Municipal Airport
33544,MAF,Midland International Airport
33548,MAW,Malden Regional Airport
33549,KMB,Koinambe Airport
33550,MBG,Mobridge Municipal Airport
33551,MBL,Manistee County Blacker Airport
33552,DXE,Bruce Campbell Field
33553,MBS,MBS International Airport
33555,MBY,Omar N Bradley Airport
33556,MCB,McComb-Pike County Airport / John E Lewis Field
33557,MCC,Mc Clellan Airfield
33558,MCD,Mackinac Island Airport
33559,MCE,Merced Regional Macready Field
33560,MCF,Mac Dill Air Force Base
33561,MCI,Kansas City International Airport
33562,MCK,Mc Cook Ben Nelson Regional Airport
33563,MCN,Middle Georgia Regional Airport
33564,MCO,Orlando International Airport
33565,MCW,Mason City Municipal Airport
33568,MDA,Martindale Army Heliport
33569,MDD,Midland Airpark
33571,MDH,Southern Illinois Airport
33573,XMD,Madison Municipal Airport
33574,MDT,Harrisburg International Airport
33575,MDW,Chicago Midway International Airport
33576,MDF,Taylor County Airport
33577,MXE,Laurinburg Maxton Airport
33578,MEI,Key Field / Meridian Regional Airport
33580,MEM,Memphis International Airport
33581,MER,Castle Airport
33582,MEV,Minden-Tahoe Airport
33585,KMF,Kamina Airport
33586,MFD,Mansfield Lahm Regional Airport
33587,MFE,McAllen Miller International Airport
33588,MFI,Marshfield Municipal Airport
33589,MFR,Rogue Valley International Medford Airport
33590,MFV,Accomack County Airport
33591,MGC,Michigan City Municipal Airport
33592,MGE,Dobbins Air Reserve Base
33594,MGJ,Orange County Airport
33595,MGM,Montgomery Regional (Dannelly Field) Airport
33597,MGR,Moultrie Municipal Airport
33598,MGW,Morgantown Municipal Walter L. Bill Hart Field
33599,MGY,Dayton-Wright Brothers Airport
33600,MHE,Mitchell Municipal Airport
33601,MHK,Manhattan Regional Airport
33602,MHL,Marshall Memorial Municipal Airport
33604,MHR,Sacramento Mather Airport
33605,MHT,Manchester-Boston Regional Airport
33606,MHV,Mojave Airport
33607,MIA,Miami International Airport
33608,MIB,Minot Air Force Base
33610,MIE,Delaware County Johnson Field
33612,MIT,Shafter Airport - Minter Field
33613,MIV,Millville Municipal Airport
33617,MJX,Ocean County Airport
33619,MKC,Charles B. Wheeler Downtown Airport
33620,MKE,General Mitchell International Airport
33621,MKG,Muskegon County Airport
33623,MKL,McKellar-Sipes Regional Airport
33629,MRK,Marco Island Executive Airport
33630,MLB,Melbourne International Airport
33631,MLC,Mc Alester Regional Airport
33635,MLI,Quad City International Airport
33638,MLS,Frank Wiley Field
33640,MLU,Monroe Regional Airport
33641,KMM,Kimaam Airport
33642,MMH,Mammoth Yosemite Airport
33643,MMI,McMinn County Airport
33645,MML,Southwest Minnesota Regional Airport - Marshall/Ryan Field
33646,MMS,Selfs Airport
33647,MMT,Mc Entire Joint National Guard Base
33648,MMU,Morristown Municipal Airport
33653,MNM,Menominee Regional Airport
33654,MNN,Marion Municipal Airport
33661,MOB,Mobile Regional Airport
33662,MOD,Modesto City Co-Harry Sham Field
33665,MOT,Minot International Airport
33669,RMY,Mariposa Yosemite Airport
33670,MPJ,Petit Jean Park Airport
33671,MPO,Pocono Mountains Municipal Airport
33673,MPV,Edward F Knapp State Airport
33674,MPZ,Mount Pleasant Municipal Airport
33675,MQB,Macomb Municipal Airport
33676,MEO,Dare County Regional Airport
33678,CTH,Chester County G O Carlson Airport
33681,MQY,Smyrna Airport
33682,MRB,Eastern WV Regional Airport/Shepherd Field
33683,MRC,Maury County Airport
33684,MRF,Marfa Municipal Airport
33687,MRN,Foothills Regional Airport
33689,MRY,Monterey Peninsula Airport
33691,MSL,Northwest Alabama Regional Airport
33692,MSN,Dane County Regional Truax Field
33693,MSO,Missoula International Airport
33694,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field
33695,MSS,Massena International Richards Field
33696,MSV,Sullivan County International Airport
33697,MSY,Louis Armstrong New Orleans International Airport
33698,KMT,Kampot Airport
33699,MTC,Selfridge Air National Guard Base Airport
33700,MTH,The Florida Keys Marathon Airport
33701,MTJ,Montrose Regional Airport
33702,MTN,Martin State Airport
33703,MTO,Coles County Memorial Airport
33704,MTP,Montauk Airport
33706,MTW,Manitowoc County Airport
33708,MUI,Muir Army Air Field (Fort Indiantown Gap) Airport
33710,MUO,Mountain Home Air Force Base
33711,MUT,Muscatine Municipal Airport
33713,MVC,Monroe County Aeroplex Airport
33714,MVE,Montevideo Chippewa County Airport
33716,MVL,Morrisville Stowe State Airport
33719,MVY,Martha's Vineyard Airport
33720,MWA,Veterans Airport of Southern Illinois
33721,MWC,Lawrence J Timmerman Airport
33722,MWH,Grant County International Airport
33724,MWL,Mineral Wells Regional Airport
33726,MWO,Middletown Regional Airport
33727,MXA,Manila Municipal Airport
33728,MXF,Maxwell Air Force Base
33730,KMY,Moser Bay Seaplane Base
33731,MYF,Montgomery-Gibbs Executive Airport
33733,MYL,McCall Municipal Airport
33734,MYR,Myrtle Beach International Airport
33735,MYV,Yuba County Airport
33738,MZJ,Pinal Airpark
33739,MZZ,Marion Municipal Airport
33740,CTX,Cortland County Chase Field
33746,SXY,Sidney Municipal Airport
33756,ESP,Stroudsburg Pocono Airport
33774,NBG,New Orleans NAS JRB/Alvin Callender Field
33775,NHX,Naval Outlying Field Barin
33777,DGN,Dahlgren Naval Surface Warfare Center Airport
33779,NEL,Lakehurst Maxfield Field Airport
33780,NEN,Whitehouse Naval Outlying Field
33781,NEW,Lakefront Airport
33786,NFL,Fallon Naval Air Station
33787,FWH,NAS Fort Worth JRB / Carswell Field
